Papel,Ticker_Img
WEGE3,https://investidor10.com.br/storage/companies/66ad4109e41c8.jpg
COGN3,https://investidor10.com.br/storage/companies/6822c6161bd41.png
B3SA3,https://investidor10.com.br/storage/companies/66cc9bbe835dc.jpg
BBAS3,https://investidor10.com.br/storage/companies/66ad149f52cd4.jpg
VALE3,https://investidor10.com.br/storage/companies/66d8a81d2f056.jpg
AZUL4,https://investidor10.com.br/storage/companies/66db24b1839ea.jpg
MGLU3,https://investidor10.com.br/storage/companies/66db00b69d4ad.jpg
PETR4,https://investidor10.com.br/storage/companies/63d2c9ead34db.jpg
ASAI3,https://investidor10.com.br/storage/companies/66db00ee1c5a6.jpg
RAIZ4,https://investidor10.com.br/storage/companies/67b611aa30998.png
MRVE3,https://investidor10.com.br/storage/companies/66db00593c19d.jpg
VBBR3,https://investidor10.com.br/storage/companies/677fd4c260a54.png
USIM5,https://investidor10.com.br/storage/companies/66cc984b13166.jpg
LREN3,https://investidor10.com.br/storage/companies/66d8ad73e5206.jpg
ITSA4,https://investidor10.com.br/storage/companies/66ad451089033.jpg
BBDC4,https://investidor10.com.br/storage/companies/66ad14dc6e8ce.jpg
CSNA3,https://investidor10.com.br/storage/companies/66d99e1c6bab5.jpg
MOVI3,https://investidor10.com.br/storage/companies/676570d95f42e.png
CSAN3,https://investidor10.com.br/storage/companies/66d9ad5180e2e.jpg
GGBR4,https://investidor10.com.br/storage/companies/66cc914eb1231.jpg
CVCB3,https://investidor10.com.br/storage/companies/66db003d7bd3c.jpg
VAMO3,https://investidor10.com.br/storage/companies/66db245411a34.jpg
AURE3,https://investidor10.com.br/storage/companies/66d8d54b7b419.jpg
BEEF3,https://investidor10.com.br/storage/companies/68235f684bf4e.png
STBP3,https://investidor10.com.br/storage/companies/66db00d708456.jpg
ABEV3,https://investidor10.com.br/storage/companies/66ad41a6082c3.jpg
MOTV3,https://investidor10.com.br/storage/companies/66d9ae2305446.jpg
ITUB4,https://investidor10.com.br/storage/companies/66ace9528ffb2.jpg
CMIG4,https://investidor10.com.br/storage/companies/66cc977d99912.jpg
RADL3,https://investidor10.com.br/storage/companies/66d8add078b0d.jpg
POMO4,https://investidor10.com.br/storage/companies/66d9a9c3082e8.jpg
CYRE3,https://investidor10.com.br/storage/companies/66d9ad3f64d85.jpg
BPAC11,https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg
PRIO3,https://investidor10.com.br/storage/companies/6838b0584e524.png
BRAV3,https://investidor10.com.br/storage/companies/66db244b3edeb.jpg
RENT3,https://investidor10.com.br/storage/companies/66d8adc3dd336.jpg
RAIL3,https://investidor10.com.br/storage/companies/66d8ad9dc1a77.jpg
BBDC3,https://investidor10.com.br/storage/companies/66ad14dc6e8ce.jpg
EMBR3,https://investidor10.com.br/storage/companies/66cc9c0ed8e85.jpg
KLBN11,https://investidor10.com.br/storage/companies/66ad48f2d9336.jpg
BHIA3,https://investidor10.com.br/storage/companies/65312fe0d5400.jpg
IFCM3,https://investidor10.com.br/storage/companies/6840864562ccc.jpg
PCAR3,https://investidor10.com.br/storage/companies/65d34fe0d61b9.jpg
VIVT3,https://investidor10.com.br/storage/companies/66cca176ba537.jpg
TOTS3,https://investidor10.com.br/storage/companies/66db015d296c8.jpg
UGPA3,https://investidor10.com.br/storage/companies/66cc9fcf3f7ff.jpg
CPLE6,https://investidor10.com.br/storage/companies/66db019a1b27d.jpg
GOAU4,https://investidor10.com.br/storage/companies/66cc921a1cab9.jpg
AZTE3,https://investidor10.com.br/acoes/azte3/assets/images/not-found-thumbnail.png
HBSA3,https://investidor10.com.br/storage/companies/6840797caea7e.jpg
LWSA3,https://investidor10.com.br/storage/companies/5ea348a5ababf.jpeg
MULT3,https://investidor10.com.br/storage/companies/66d9ad67d4aae.jpg
PETR3,https://investidor10.com.br/storage/companies/63d2c9ead34db.jpg
MRFG3,https://investidor10.com.br/storage/companies/66cc9fa29cc12.jpg
ELET3,https://investidor10.com.br/storage/companies/66d8b1a3dba6c.jpg
BBSE3,https://investidor10.com.br/storage/companies/66ad17f2062be.jpg
CXSE3,https://investidor10.com.br/storage/companies/64df60a96bf0e.jpg
RAPT4,https://investidor10.com.br/storage/companies/66d9ad2912681.jpg
SMFT3,https://investidor10.com.br/storage/companies/66d8ad88a54e5.jpg
PETZ3,https://investidor10.com.br/storage/companies/66db241d2010d.jpg
EQTL3,https://investidor10.com.br/storage/companies/66d8ada9cd6d8.jpg
CMIN3,https://investidor10.com.br/storage/companies/66d99e13a887b.jpg
FLRY3,https://investidor10.com.br/storage/companies/66cc973fb53f5.jpg
BRKM5,https://investidor10.com.br/storage/companies/66cca010e7887.jpg
SBSP3,https://investidor10.com.br/storage/companies/66d8addba39a7.jpg
HAPV3,https://investidor10.com.br/storage/companies/68407bba7a326.jpg
CASH3,https://investidor10.com.br/storage/companies/66db243727a49.jpg
RCSL4,https://investidor10.com.br/storage/companies/5f5b989c56fe8.jpeg
SRNA3,https://investidor10.com.br/storage/companies/5ed6844e80925.jpeg
ANIM3,https://investidor10.com.br/storage/companies/66d9aa10b3afb.jpg
TIMS3,https://investidor10.com.br/storage/companies/66d8ad4fc3785.jpg
SUZB3,https://investidor10.com.br/storage/companies/66d8ade633667.jpg
JHSF3,https://investidor10.com.br/storage/companies/66d8d4ad3737f.jpg
ENEV3,https://investidor10.com.br/storage/companies/66db0177e6bcc.jpg
CSMG3,https://investidor10.com.br/storage/companies/66ad521aedb01.jpg
RDOR3,https://investidor10.com.br/storage/companies/68824d679964b.png
BRAP4,https://investidor10.com.br/storage/companies/66ad44c9a1fad.jpg
YDUQ3,https://investidor10.com.br/storage/companies/684086579befb.jpg
ALOS3,https://investidor10.com.br/storage/companies/6723e57717a6e.jpg
IGTI11,https://investidor10.com.br/storage/companies/5f4d37d5906d8.jpeg
BRFS3,https://investidor10.com.br/storage/companies/66d8ad93e2fc3.jpg
CEAB3,https://investidor10.com.br/storage/companies/66db2544e7656.jpg
ARML3,https://investidor10.com.br/storage/companies/66db24bde9026.jpg
GGPS3,https://investidor10.com.br/storage/companies/66db24a0bf60f.jpg
NEOE3,https://investidor10.com.br/storage/companies/66cca281b61a3.jpg
HYPE3,https://investidor10.com.br/storage/companies/66db015314855.jpg
INTB3,https://investidor10.com.br/storage/companies/66d9ad7353e55.jpg
AZEV3,https://investidor10.com.br/storage/companies/684083f5071cf.jpg
VIVA3,https://investidor10.com.br/storage/companies/66cc9e6a04778.jpg
AZEV4,https://investidor10.com.br/storage/companies/684083f5071cf.jpg
SIMH3,https://investidor10.com.br/storage/companies/5fe8c81f5fafd.jpeg
AMER3,https://investidor10.com.br/storage/companies/611c25535b024.jpg
GRND3,https://investidor10.com.br/storage/companies/64ee626cb2710.jpg
ECOR3,https://investidor10.com.br/storage/companies/68824c90f0fa6.png
DXCO3,https://investidor10.com.br/storage/companies/66db25389335d.jpg
CBAV3,https://investidor10.com.br/storage/companies/60bf873780a78.jpg
OIBR3,https://investidor10.com.br/storage/companies/66db00a85b7d3.jpg
PORT3,https://investidor10.com.br/storage/companies/6840840ad8b56.jpg
SANB11,https://investidor10.com.br/storage/companies/66cc9b5c46f92.jpg
HBOR3,https://investidor10.com.br/storage/companies/675755314bad5.png
LJQQ3,https://investidor10.com.br/storage/companies/6840843964d31.jpg
AZZA3,https://investidor10.com.br/storage/companies/66abbf37bd877.jpg
GMAT3,https://investidor10.com.br/storage/companies/66db01374f06e.jpg
KEPL3,https://investidor10.com.br/storage/companies/66d9ad48932fb.jpg
IRBR3,https://investidor10.com.br/storage/companies/66db008f0bcc8.jpg
TEND3,https://investidor10.com.br/storage/companies/5eb1de0700bb5.jpeg
PSSA3,https://investidor10.com.br/storage/companies/66cc96cd93f1c.jpg
SLCE3,https://investidor10.com.br/storage/companies/66db26016db72.jpg
KLBN4,https://investidor10.com.br/storage/companies/66ad48f2d9336.jpg
ISAE4,https://investidor10.com.br/storage/companies/673b2f70c4356.jpg
SBFG3,https://investidor10.com.br/storage/companies/66cc9f10a1da1.jpg
TGMA3,https://investidor10.com.br/storage/companies/5eea7f07ace51.jpeg
CPLE3,https://investidor10.com.br/storage/companies/66db019a1b27d.jpg
QUAL3,https://investidor10.com.br/storage/companies/66db00718ffed.jpg
ENGI11,https://investidor10.com.br/storage/companies/66db014937944.jpg
ONCO3,https://investidor10.com.br/storage/companies/66db252f5d753.jpg
SMTO3,https://investidor10.com.br/storage/companies/66d9ad3424cfe.jpg
RECV3,https://investidor10.com.br/storage/companies/66d8b1bc8d813.jpg
DIRR3,https://investidor10.com.br/storage/companies/67729b42f0c8e.png
LIGT3,https://investidor10.com.br/storage/companies/66db0062a50fa.jpg
CPFE3,https://investidor10.com.br/storage/companies/66db01a89233f.jpg
TAEE11,https://investidor10.com.br/storage/companies/682343dd0d259.png
ODPV3,https://investidor10.com.br/storage/companies/66cc97d80d31f.jpg
POSI3,https://investidor10.com.br/storage/companies/66d9a92875dce.jpg
PLPL3,https://investidor10.com.br/storage/companies/66db2412b8386.jpg
EZTC3,https://investidor10.com.br/storage/companies/66db257196811.jpg
BRSR6,https://investidor10.com.br/storage/companies/649ca5d54538a.jpg
MLAS3,https://investidor10.com.br/storage/companies/649dd8ba45975.jpg
SAPR11,https://investidor10.com.br/storage/companies/66d9ad202d185.jpg
DASA3,https://investidor10.com.br/storage/companies/66db24a8bf568.jpg
EGIE3,https://investidor10.com.br/storage/companies/688247d7d726f.png
TTEN3,https://investidor10.com.br/storage/companies/66d232b221a20.jpg
SHUL4,https://investidor10.com.br/storage/companies/66d9a90a47b9d.jpg
CURY3,https://investidor10.com.br/storage/companies/67729b01c2f6f.png
VVEO3,https://investidor10.com.br/storage/companies/66cc8a26ee224.jpg
GUAR3,https://investidor10.com.br/storage/companies/66db247a2ca04.jpg
RANI3,https://investidor10.com.br/storage/companies/647fbc819194a.jpg
USIM3,https://investidor10.com.br/storage/companies/66cc984b13166.jpg
SYNE3,https://investidor10.com.br/storage/companies/66d8d5b06b7a3.jpg
PGMN3,https://investidor10.com.br/storage/companies/5fe8cf0c5cbaf.jpeg
JALL3,https://investidor10.com.br/storage/companies/678152f01a353.png
ALPA4,https://investidor10.com.br/storage/companies/684083dfea35c.jpg
MEAL3,https://investidor10.com.br/storage/companies/649ca9abe1ce7.jpg
MYPK3,https://investidor10.com.br/storage/companies/66db2557eeaee.jpg
VULC3,https://investidor10.com.br/storage/companies/66ad46199b867.jpg
ITUB3,https://investidor10.com.br/storage/companies/66ace9528ffb2.jpg
FRAS3,https://investidor10.com.br/storage/companies/66d9ad7c38495.jpg
CAML3,https://investidor10.com.br/storage/companies/649ca7d7ebe7a.jpg
ELET6,https://investidor10.com.br/storage/companies/66d8b1a3dba6c.jpg
BPAN4,https://investidor10.com.br/storage/companies/66db00fbb3251.jpg
MTRE3,https://investidor10.com.br/storage/companies/66db2589dc26e.jpg
ENJU3,https://investidor10.com.br/storage/companies/66db2426304ed.jpg
SAPR4,https://investidor10.com.br/storage/companies/66d9ad202d185.jpg
SOJA3,https://investidor10.com.br/storage/companies/66d9a9aca345f.jpg
TASA4,https://investidor10.com.br/storage/companies/5ebda9027574c.jpeg
BMGB4,https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg
ABCB4,https://investidor10.com.br/storage/companies/6781530224ba5.png
ALUP11,https://investidor10.com.br/storage/companies/5e9e64dcd6771.jpeg
MDNE3,https://investidor10.com.br/storage/companies/5f04b1373b229.jpeg
FESA4,https://investidor10.com.br/storage/companies/66d9a9325ceaf.jpg
WIZC3,https://investidor10.com.br/storage/companies/5ec301fa69eca.jpeg
MILS3,https://investidor10.com.br/storage/companies/66db24d2be4fd.jpg
LEVE3,https://investidor10.com.br/storage/companies/66cc9d399bfe5.jpg
TUPY3,https://investidor10.com.br/storage/companies/66db0033ac15a.jpg
BMOB3,https://investidor10.com.br/storage/companies/66db251cd2d30.jpg
MATD3,https://investidor10.com.br/storage/companies/6035129fee786.jpg
PTBL3,https://investidor10.com.br/storage/companies/6840845117d60.jpg
FIQE3,https://investidor10.com.br/storage/companies/66d9a91eab5f6.jpg
CSED3,https://investidor10.com.br/storage/companies/66d9a9dfe77a7.jpg
LAVV3,https://investidor10.com.br/storage/companies/66d9a977f1e46.jpg
BLAU3,https://investidor10.com.br/storage/companies/68407bb20fa0b.jpg
SEER3,https://investidor10.com.br/storage/companies/5ebed32d65061.jpeg
ORVR3,https://investidor10.com.br/storage/companies/66db24c75041e.jpg
SEQL3,https://investidor10.com.br/storage/companies/5f47cdfbe37b5.jpeg
ZAMP3,https://investidor10.com.br/storage/companies/685c494781499.png
PNVL3,https://investidor10.com.br/storage/companies/66db250a75bb8.jpg
MELK3,https://investidor10.com.br/storage/companies/66d9aa06a27e0.jpg
