papel,ticker_img
cogn3,https://investidor10.com.br/storage/companies/6822c6161bd41.png
azul4,https://investidor10.com.br/storage/companies/66db24b1839ea.jpg
bbas3,https://investidor10.com.br/storage/companies/66ad149f52cd4.jpg
petr4,https://investidor10.com.br/storage/companies/63d2c9ead34db.jpg
wege3,https://investidor10.com.br/storage/companies/66ad4109e41c8.jpg
b3sa3,https://investidor10.com.br/storage/companies/66cc9bbe835dc.jpg
mglu3,https://investidor10.com.br/storage/companies/66db00b69d4ad.jpg
bbdc4,https://investidor10.com.br/storage/companies/66ad14dc6e8ce.jpg
vale3,https://investidor10.com.br/storage/companies/66d8a81d2f056.jpg
stbp3,https://investidor10.com.br/storage/companies/66db00d708456.jpg
vbbr3,https://investidor10.com.br/storage/companies/677fd4c260a54.png
asai3,https://investidor10.com.br/storage/companies/66db00ee1c5a6.jpg
raiz4,https://investidor10.com.br/storage/companies/67b611aa30998.png
abev3,https://investidor10.com.br/storage/companies/66ad41a6082c3.jpg
mrve3,https://investidor10.com.br/storage/companies/66db00593c19d.jpg
usim5,https://investidor10.com.br/storage/companies/66cc984b13166.jpg
lren3,https://investidor10.com.br/storage/companies/66d8ad73e5206.jpg
itub4,https://investidor10.com.br/storage/companies/66ace9528ffb2.jpg
vamo3,https://investidor10.com.br/storage/companies/66db245411a34.jpg
cvcb3,https://investidor10.com.br/storage/companies/66db003d7bd3c.jpg
itsa4,https://investidor10.com.br/storage/companies/66ad451089033.jpg
csan3,https://investidor10.com.br/storage/companies/66d9ad5180e2e.jpg
beef3,https://investidor10.com.br/storage/companies/68235f684bf4e.png
motv3,https://investidor10.com.br/storage/companies/66d9ae2305446.jpg
movi3,https://investidor10.com.br/storage/companies/676570d95f42e.png
ggbr4,https://investidor10.com.br/storage/companies/66cc914eb1231.jpg
aure3,https://investidor10.com.br/storage/companies/66d8d54b7b419.jpg
rail3,https://investidor10.com.br/storage/companies/66d8ad9dc1a77.jpg
csna3,https://investidor10.com.br/storage/companies/66d99e1c6bab5.jpg
pomo4,https://investidor10.com.br/storage/companies/66d9a9c3082e8.jpg
cmig4,https://investidor10.com.br/storage/companies/66cc977d99912.jpg
cyre3,https://investidor10.com.br/storage/companies/66d9ad3f64d85.jpg
prio3,https://investidor10.com.br/storage/companies/6838b0584e524.png
ugpa3,https://investidor10.com.br/storage/companies/66cc9fcf3f7ff.jpg
bpac11,https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg
brav3,https://investidor10.com.br/storage/companies/66db244b3edeb.jpg
rent3,https://investidor10.com.br/storage/companies/66d8adc3dd336.jpg
