Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
3967331000,7429539000,3863834000,38571000,13428170000,4261138000,4217531000,3462208000,755323000,100.00,Nível_2,75.46,Utilidade_Pública,Energia_Elétrica,CLSC3
