Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
725106000,1166245000,343979000,46720000,1413379000,795229000,801600000,441139000,360461000,100.00,Novo_Mercado,94.42,Bens_Industriais,Serviços_Diversos,PRNR3
