Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
594907000,594907000,810042000,18558000,11725046000,6203696000,83924000,100.00,Tradicional,8.54,Financeiro,Bancos,BGIP4
