Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
5156250000,5110661000,1468255000,357374000,2797605000,1801149000,831951000,-45589000,877540000,0.00,Tradicional,56.37,Bens_Industriais,Motores._Compressores_e_Outros,SHUL4
