P/L,P/RECEITA_(PSR),P/VP,Dividend_Yield,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBIT,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Papel
3.22,0.76,0.59,11.29,36.44,23.65,10.24,25.41,0.00,2.96,3.00,0.07,0.54,-0.11,119.36,21.99,0.09,18.42,19.66,2.17,-0.01,-0.04,0.00,0.12,0.86,1.56,40.54,35.94,BAZA3
