Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
114272830000,114272830000,181793664000,5730834000,2427051877000,2160716659000,71510833000,100.00,Novo_Mercado,49.60,Financeiro,Bancos,BBAS3
