Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
3969489000,3914704000,6691275000,56058000,56724338000,20381734000,54785000,0.00,Tradicional,2.99,Financeiro,Bancos,BAZA3
