Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
2982041000,2814656000,3858141000,363046000,68816798000,62441141000,167385000,0.00,Tradicional,11.55,Financeiro,Bancos,BSLI3
