Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
2116453000,1720915000,2736474000,562886000,3995631000,1329474000,78246000,-395538000,473784000,100.00,Novo_Mercado,71.83,Tecnologia_da_Informação,Programas_e_Serviços,LWSA3
