Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
728574000,713514000,494617000,41800000,708661000,207869000,63071000,-15060000,78131000,100.00,Novo_Mercado,44.32,Bens_Industriais,Serviços_Diversos,CSUD3
