Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
98178685000,98178685000,122271222000,7498531000,1240333567000,264400814000,24371817000,100.00,Nível_1,9.88,Financeiro,Bancos,SANB3
