Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
93994103000,134205638000,121494065000,2307099000,282016140000,57375976000,71063585000,40211535000,30852050000,0.00,Nível_1,97.35,Utilidade_Pública,Energia_Elétrica,ELET6
