Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
168046000,731399000,9319000,5783000,777139000,371746000,623545000,563353000,60192000,0.00,Tradicional,49.03,Materiais_Básicos,Artefatos_de_Ferro_e_Aço,MGEL4
