Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
8291661000,8291661000,14115131000,86371000,70923904000,63774584000,1626425000,0.00,Tradicional,0.71,Financeiro,Bancos,BNBR3
