Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
352754406000,352754406000,201140000000,10784548000,2802812000000,2620833000000,38893000000,80.00,Nível_1,52.98,Financeiro,Bancos,ITUB3
