Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
21282488000,35718696000,19137726000,1584697000,54578563000,10834561000,19202014000,14436208000,4765806000,100.00,Novo_Mercado,99.68,Utilidade_Pública,Energia_Elétrica,ENEV3
