Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
2533000,2533000,9000,2814000,806000,797000,-,-,-,0.00,Tradicional,100.00,Financeiro,Gestão_de_Recursos_e_Investimentos,PPLA11
