Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
154149353000,154149353000,170501799000,10592012000,2054649704000,1705797067000,171220729000,100.00,Nível_1,62.16,Financeiro,Bancos,BBDC3
