Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
4593962000,4593962000,10568980000,408974000,151511198000,2298020000,2298015000,80.00,Nível_1,50.61,Financeiro,Bancos,BRSR3
