Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
50943995000,54073736000,18314247000,740465000,67164304000,35959203000,10926500000,3129741000,7796759000,100.00,Novo_Mercado,99.20,Bens_Industriais,Material_Aeronáutico_e_de_Defesa,EMBR3
