Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
3472069000,3472069000,1901446000,104831000,27155138000,20962816000,4171744000,0.00,Tradicional,46.32,Financeiro,Bancos,BMEB4
