P/L,P/RECEITA_(PSR),P/VP,Dividend_Yield,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBIT,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,Papel
8.72,4.45,2.05,12.99,112.66,51.05,100.00,5.56,0.00,-748.95,80.08,0.11,2.57,-10.08,7.58,1.78,0.02,23.53,-2.12,1.21,-19.18,-748.95,0.00,0.05,0.95,1.04,BRBI11
