Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
94196000,93956000,139754000,4825000,542395000,78176000,240000,0.00,Tradicional,8.46,Financeiro,Bancos,BMIN4
