Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
5054610000,5054610000,6472307000,244656000,61267873000,55699464000,744318000,100.00,Nível_2,30.59,Financeiro,Bancos,ABCB4
