Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Papel
188784627000,188784627000,59778576000,11506119000,499233657000,432383243000,1593059000,0.10,Nível_1,29.94,Financeiro,Bancos,BPAC5
